Compartment	Contrast	Time	Age	OTU_ID	baseMean	estimate	stderror	statistic	p.value	p.adjusted
RS	WC_vs_D1	4	41	4366540	1.21127545360075	0.869831090690886	0.710407587727338	4.84572931001595	1.26147414399149e-06	0.000691793701249341
RS	WC_vs_D1	4	41	1107044	1.32318721185714	0.443038834794147	0.794385040528225	5.22983975931673	1.69657029810352e-07	0.000119018813088061
RS	WC_vs_D2	4	41	1120118	3.57955552562585	1.85056010886544	1.01039627568047	7.78530230935621	6.95467105311897e-15	2.20984672712855e-11
RS	WC_vs_D2	4	41	209202	3.48486297472155	1.29320551310245	0.902153857298842	4.48750615335808	7.20617314018767e-06	0.00286220189411829
RS	WC_vs_D2	4	41	1021984	17.4025587414289	2.77587624284902	0.575069416496504	4.76887330484576	1.85259119434885e-06	0.000944078724912634
RS	WC_vs_D2	4	41	324366	4.69942022264822	-0.725418233045469	1.01528803643832	-11.3001146083766	1.31046861771565e-29	7.86535983971721e-26
RS	WC_vs_D2	4	41	4366540	1.21127545360075	0.871099520074922	0.710407587727338	4.88068322972483	1.05718937206438e-06	0.00059797619796322
RS	WC_vs_D2	4	41	1107044	1.32318721185714	0.444733039163988	0.794636077777191	5.25359763682152	1.49156546259802e-07	0.000106013996547222
RS	WC_vs_D3	4	41	1139285	5.36576730209281	2.84246496373519	1.01918722446453	7.61205909718404	2.69763152290561e-14	7.47278516864379e-11
RS	WC_vs_D3	4	41	1120118	3.57955552562585	1.83590740421597	1.00963411847478	7.61899640138537	2.55655590497988e-14	7.26835571564476e-11
RS	WC_vs_D3	4	41	1021984	17.4025587414289	2.6459450427657	0.574180031005315	4.5710489015582	4.85289008084977e-06	0.00213992644850859
RS	WC_vs_D3	4	41	324366	4.69942022264822	-0.30253365183611	1.0123715278012	-10.4019454066771	2.42922262359589e-25	1.24971936257229e-21
RS	WC_vs_D1	5	52	141531	5.61379335438027	-0.925095713058291	1.01855853052882	-15.5363226347656	1.96966140170106e-54	5.31980923831936e-50
RS	WC_vs_D1	5	52	531901	217.257227689466	2.58780470688489	0.705640679379837	3.7542422894927	0.000173866623932072	0.0404820705097012
RS	WC_vs_D1	5	52	592970	101.089983193748	2.23227338589274	0.593053592949109	3.77942138673416	0.000157193210831659	0.0375716117968989
RS	WC_vs_D1	5	52	697479	2.54839923236599	-1.02921406904661	0.897370949084159	-6.59820871956142	4.16155126938261e-11	6.91681832904231e-08
RS	WC_vs_D1	5	52	635410	3.63782318935432	-0.251599971673189	1.01795575575171	-6.27685271181551	3.45495084871004e-10	4.44351922548082e-07
RS	WC_vs_D1	5	52	730387	4.49737287899509	4.10906114935219	0.867036030821857	4.63625555003986	3.54777310215411e-06	0.00163099432804774
RS	WC_vs_D1	5	52	788334	17.5497638186501	2.79890301576477	0.642644422445434	4.30654186270716	1.65826558513509e-05	0.00589311587138386
RS	WC_vs_D2	5	52	141531	5.61379335438027	-0.221907615302173	1.01631006301516	-13.4252811324391	4.29949619599127e-41	6.63565816477025e-37
RS	WC_vs_D2	5	52	1062748	23.9040726138621	-1.59300054549811	0.382880838794315	-4.1354405196893	3.54274371403177e-05	0.0114937032175802
RS	WC_vs_D2	5	52	531901	217.257227689466	3.18641972173222	0.718482061575709	4.52729313992052	5.97440370993372e-06	0.0024824796338565
RS	WC_vs_D2	5	52	895220	91.8491105848605	1.33965504317187	0.329140596225435	4.06518887788788	4.79935785528208e-05	0.0145645681431292
RS	WC_vs_D2	5	52	592970	101.089983193748	2.87157360415936	0.607882635102332	4.73008929352836	2.24421105793661e-06	0.00109213216956839
RS	WC_vs_D2	5	52	697479	2.54839923236599	-0.212569742274353	0.890298577439392	-5.2233120154844	1.75750876680714e-07	0.000122498361046458
RS	WC_vs_D2	5	52	849683	144.480099735474	0.96033771339296	0.243973936146589	3.9351172378512	8.31560938065867e-05	0.0231540427690582
RS	WC_vs_D2	5	52	1120118	3.57955552562585	1.14854899280444	1.00924424371474	7.22219089723863	5.11565893795101e-13	1.175894070982e-09
RS	WC_vs_D2	5	52	7346	23.9859858433179	3.88164367955763	0.906424579322877	3.96620756502205	7.3025274424907e-05	0.0208711257208858
RS	WC_vs_D2	5	52	635410	3.63782318935432	-0.301339157580158	1.01767594847201	-6.35286346055293	2.11343298895274e-10	2.9272401661732e-07
RS	WC_vs_D2	5	52	588703	36.636986354705	2.41968235707966	0.575749384089913	4.18189940815268	2.89083872470946e-05	0.0096392519019749
RS	WC_vs_D2	5	52	705559	4.15247986979902	3.78189688052321	0.97313825242957	3.79387308756029	0.000148315502434419	0.0359266038239965
RS	WC_vs_D2	5	52	1105514	38.1899685774735	3.65550932670358	0.879873847085864	4.13471285021283	3.55398728530093e-05	0.0114956591726792
RS	WC_vs_D2	5	52	832844	50.5186465529354	1.28587107249041	0.329165732108609	3.90194895764913	9.54212817418899e-05	0.0254836069579232
RS	WC_vs_D2	5	52	719367	52.5546074407753	3.69243252609524	0.84781193563617	4.2714838144491	1.94176622823693e-05	0.00672367674575567
RS	WC_vs_D2	5	52	590693	37.1097819372587	2.71971479103106	0.570746339006294	4.73302258656174	2.21200863294003e-06	0.00108624705754398
RS	WC_vs_D2	5	52	148273	54.9119246773426	3.69480521421842	0.670036954515937	5.31598003224887	1.06084783394807e-07	7.84991066716303e-05
RS	WC_vs_D2	5	52	837069	11.9130358765486	-2.76185463331022	0.664562830110606	-4.09324556677327	4.25376800154408e-05	0.0132056271852533
RS	WC_vs_D2	5	52	568229	29.0340680511078	4.14458907651751	0.910300466102221	4.54676712793988	5.44762157529988e-06	0.00230797567406872
RS	WC_vs_D2	5	52	788334	17.5497638186501	2.8939138511366	0.650100401523615	4.38769025093917	1.1456077075603e-05	0.00420971866279853
RS	WC_vs_D2	5	52	225453	9.65380933534301	3.29763758856166	0.846812999864282	3.83134706013542	0.00012744358468367	0.0317487383316985
RS	WC_vs_D3	5	52	141531	5.61379335438027	-0.729832102450448	1.01787331980858	-14.6218037401488	2.03925209977815e-48	3.67184334332553e-44
RS	WC_vs_D3	5	52	592970	101.089983193748	2.21639256833884	0.59575959413149	3.73930836580941	0.0001845272568075	0.0424157493387197
RS	WC_vs_D3	5	52	697479	2.54839923236599	-1.35828978750206	0.898144501958066	-6.38995605663129	1.65933432653125e-10	2.39021578622405e-07
RS	WC_vs_D3	5	52	7346	23.9859858433179	4.0080205289465	0.90806290781009	4.05375099262576	5.04028667241994e-05	0.0151257602959691
RS	WC_vs_D3	5	52	635410	3.63782318935432	-0.275599846871138	1.01729078944789	-6.40420650187361	1.51153417115547e-10	2.22790896082755e-07
RS	WC_vs_D3	5	52	1105514	38.1899685774735	3.56438718753837	0.879103002461298	4.0676439470044	4.74908719016638e-05	0.0144526094250599
RS	WC_vs_D3	5	52	148273	54.9119246773426	2.52364344645168	0.633385265712358	3.95935053605248	7.51538607955868e-05	0.0213664403975032
RS	WC_vs_D3	5	52	788334	17.5497638186501	2.38445857044651	0.635112976246435	3.7174775282843	0.000201221878972747	0.0454161532782218
RS	WC_vs_D1	6	62	847358	30.2637956089055	1.40477986015458	0.324515313644251	4.32726815239764	1.50970122673837e-05	0.00541862365550433
RS	WC_vs_D1	6	62	1120118	3.57955552562585	-0.516655569948218	1.01210937737198	-7.99326177099637	1.31414685711581e-15	4.43668299089081e-12
RS	WC_vs_D1	6	62	750642	5.63691298848658	3.0044148470301	0.725166051237018	3.86237035138343	0.000112292161337253	0.0288844848811194
RS	WC_vs_D1	6	62	1078248	1.65338182618898	1.00940754136531	1.01020246234998	6.9788274740948	2.97653725456357e-12	5.72869276358365e-09
RS	WC_vs_D1	6	62	730204	1.32372807819189	-0.331115279870373	0.812830384154807	-4.53827640194853	5.67158901863838e-06	0.00238083321279406
RS	WC_vs_D2	6	62	105000	15.2397346778623	-1.31190664998222	0.348209030075652	-3.76101272065357	0.000169226822722065	0.0394888178591171
RS	WC_vs_D2	6	62	4414809	18.0604608058622	2.76407385851235	0.669118045313265	4.10987087465993	3.95880423714743e-05	0.0125422116058716
RS	WC_vs_D2	6	62	873887	47.4953716311935	-1.06853171806275	0.276696381484469	-3.85180354421556	0.000117251073101339	0.02978928338781
RS	WC_vs_D2	6	62	211929	26.7201668432841	2.64753111673587	0.415876465841077	6.27860668649391	3.41620576520827e-10	4.44351922548082e-07
RS	WC_vs_D2	6	62	587313	51.8694676421615	0.876227397904487	0.223621652714742	3.91082408021477	9.19817509847665e-05	0.0248431211690981
RS	WC_vs_D2	6	62	847358	30.2637956089055	2.03805081757374	0.347749149402627	5.83812989201905	5.27899958249269e-09	5.33006280275325e-06
RS	WC_vs_D2	6	62	1139285	5.36576730209281	0.486721758250312	1.01964701857036	6.42637277706481	1.30684697535353e-10	1.96090573586554e-07
RS	WC_vs_D2	6	62	224740	89.2767843356201	2.48834156323332	0.299453328911786	8.28659781140944	1.16533864554912e-16	4.19657868572996e-13
RS	WC_vs_D2	6	62	549954	125.694966298585	-1.11513871222399	0.222755205293646	-5.00683252006265	5.53330322861662e-07	0.000341594522459198
RS	WC_vs_D2	6	62	4458222	38.7534104038523	2.90208018638452	0.379514324790455	7.50357979922525	6.20981501580156e-14	1.59732706007648e-10
RS	WC_vs_D2	6	62	913264	53.8538782428908	1.93880690988548	0.368520345196312	5.25666618606185	1.46690222133416e-07	0.000104951510915123
RS	WC_vs_D2	6	62	1141158	3.61094915438206	3.09097015873156	0.833821690110725	3.8758121577554	0.000106269644478115	0.0277986465888454
RS	WC_vs_D2	6	62	1037111	12.7090713766782	-2.75688226842923	0.600373593858584	-4.53417600675469	5.78287932830484e-06	0.00241217516692438
RS	WC_vs_D2	6	62	512952	61.2385654741482	-1.61209669467933	0.309347451405216	-5.21174994686485	1.87067585446998e-07	0.00012955029867799
RS	WC_vs_D2	6	62	1089939	12.3295304845953	2.1899731485688	0.452364910003616	4.74509275455174	2.0841081334832e-06	0.00103681647996764
RS	WC_vs_D2	6	62	313245	16.5005544678505	1.80180269236928	0.380542188807189	4.70254926684355	2.56933196079396e-06	0.00123918651064453
RS	WC_vs_D2	6	62	360530	17.926814500766	-1.6275395605799	0.361153848047001	-4.50959848479223	6.49504371606577e-06	0.00266803060024778
RS	WC_vs_D2	6	62	113004	53.9947127786686	-1.65456028886271	0.301051253360374	-5.48978082933933	4.02432792754041e-08	3.26893434324683e-05
RS	WC_vs_D2	6	62	531901	217.257227689466	3.77673721373657	0.706477698289382	5.41731580541262	6.05004244876982e-08	4.73093771568264e-05
RS	WC_vs_D2	6	62	536893	186.998040714574	-1.23943468946097	0.223980696938361	-5.53086399354262	3.18657329047515e-08	2.66869337547661e-05
RS	WC_vs_D2	6	62	787350	19.7469775597862	-1.36811477272639	0.358455617541879	-3.80495204931215	0.000141831664051427	0.0347455415550927
RS	WC_vs_D2	6	62	997544	4.29301814671149	-2.9597398998984	0.709571696937033	-3.84424017482109	0.000120926530173519	0.0304517069286998
RS	WC_vs_D2	6	62	3116364	13.5123638238658	1.8485681585336	0.495773987402122	3.7197655942731	0.000199407759010286	0.0451635581649396
RS	WC_vs_D2	6	62	1107738	84.7261775205174	1.33088296336582	0.284550169570747	4.67336126954508	2.96309880364433e-06	0.0014102131244569
RS	WC_vs_D2	6	62	895220	91.8491105848605	2.00273493976896	0.331321030721416	6.04448531827527	1.49887701422411e-09	1.70453871822844e-06
RS	WC_vs_D2	6	62	179879	201.027342892585	2.12399705417839	0.519750708642705	4.10831041016574	3.98564190183968e-05	0.0125903164580482
RS	WC_vs_D2	6	62	592970	101.089983193748	2.62903630499901	0.586626366107691	4.50392750230409	6.67089719158768e-06	0.00270936232365855
RS	WC_vs_D2	6	62	552989	280.345943459788	0.911465523449123	0.193111078509081	4.71964547878519	2.36256032232397e-06	0.00114457042341825
RS	WC_vs_D2	6	62	697479	2.54839923236599	0.547194624960763	0.900208027170039	6.3802617421609	1.7678556898413e-10	2.51303012436848e-07
RS	WC_vs_D2	6	62	223904	37.5109025320323	1.71187712311274	0.451066243717598	3.78231503502276	0.000155376542129804	0.0373024549533185
RS	WC_vs_D2	6	62	630099	25.7054629314624	2.47547877609564	0.405588910232312	6.05315446889479	1.42036546884096e-09	1.63243812155568e-06
RS	WC_vs_D2	6	62	940737	381.107325774662	1.37059518646179	0.343704259681916	3.99541584906744	6.45807937620228e-05	0.0189592012339134
RS	WC_vs_D2	6	62	849683	144.480099735474	2.57393282067572	0.259190026285334	9.91538486692266	3.56878358748948e-23	1.67631971684533e-19
RS	WC_vs_D2	6	62	2618787	6.67297111423989	3.56513633721475	0.700419045956461	4.56367766532579	5.02652343536137e-06	0.00219048984371789
RS	WC_vs_D2	6	62	1857346	40.1433542947134	1.43133795605339	0.31683165438456	4.50785268253076	6.5487018282987e-06	0.00267174980456123
RS	WC_vs_D2	6	62	588703	36.636986354705	2.18746619118431	0.564254606392071	3.86616691043837	0.000110559287145188	0.028712193718102
RS	WC_vs_D2	6	62	649954	55.209523849817	1.9122528621782	0.301934737228175	6.32322419484837	2.561612183279e-10	3.38041076869645e-07
RS	WC_vs_D2	6	62	815406	5.91880749340084	1.8518392201011	1.01329388015771	7.76055274307281	8.4560028316994e-15	2.53762296089624e-11
RS	WC_vs_D2	6	62	745157	11.7456914637151	4.29792684560711	0.78520642343919	5.32357310738107	1.01748532718007e-07	7.58893719706965e-05
RS	WC_vs_D2	6	62	615907	86.3310359241914	1.72819073256676	0.331723127952571	5.20872701350077	1.90140616300026e-07	0.000130839754662251
RS	WC_vs_D2	6	62	705559	4.15247986979902	4.71778641458843	0.965031013111595	4.623209515964	3.77847736315982e-06	0.00172239578872984
RS	WC_vs_D2	6	62	783660	13.7816746364349	2.85047960850583	0.682580704773469	4.06807992140918	4.74021242268646e-05	0.0144526094250599
RS	WC_vs_D2	6	62	240137	9.71740039661613	-1.32051622757418	0.343461402173193	-3.83059178813592	0.000127835434574803	0.0317487383316985
RS	WC_vs_D2	6	62	1066717	189.214520577405	-0.982697460544639	0.215143126791693	-4.56585666754689	4.97458596181956e-06	0.00218467233489909
RS	WC_vs_D2	6	62	637184	45.2089114148842	1.04461753610187	0.280896417540018	3.70294877514111	0.000213107924235208	0.0474703393706199
RS	WC_vs_D2	6	62	527719	5.50289933380289	3.42249385250615	0.868886008587576	3.90166688052365	9.55325664641912e-05	0.0254836069579232
RS	WC_vs_D2	6	62	832844	50.5186465529354	3.01751705993049	0.379522082356492	7.81924645913465	5.3140477735101e-15	1.73970651882171e-11
RS	WC_vs_D2	6	62	4314930	91.5070096188377	-0.980146326047139	0.229718335974188	-4.26805950970298	1.97180731384827e-05	0.00680588508471558
RS	WC_vs_D2	6	62	358590	41.7750316421572	1.56232574746196	0.342173428284005	4.56360000112684	5.02838414626776e-06	0.00219048984371789
RS	WC_vs_D2	6	62	814232	45.6851719351382	2.056961674105	0.427684116675085	4.79576049148687	1.62058820531891e-06	0.000870978460329385
RS	WC_vs_D2	6	62	567399	38.8355846424797	2.64150259208202	0.412227907695222	6.35799244707844	2.04407519007405e-10	2.86794367739805e-07
RS	WC_vs_D2	6	62	557467	469.275771905246	-1.23217466117391	0.264788583927655	-4.65342034771758	3.26473752015193e-06	0.00151375930467645
RS	WC_vs_D2	6	62	996116	46.7101369222758	-1.19252593313992	0.262609577909478	-4.5377521259938	5.68570341927031e-06	0.00238083321279406
RS	WC_vs_D2	6	62	4430284	9.42958587025933	3.68254549821742	0.770369778445276	4.20539712721188	2.60624116150744e-05	0.00874426285352349
RS	WC_vs_D2	6	62	324366	4.69942022264822	0.964002818415916	1.01842889490125	11.9732747989981	4.90535329346875e-33	4.0765372543069e-29
RS	WC_vs_D2	6	62	249257	3.47479302612428	-2.25622885787781	0.574629198457196	-3.76826003605206	0.000164389408464466	0.0389469511917952
RS	WC_vs_D2	6	62	1078248	1.65338182618898	0.984447015955891	1.01020246234998	7.03593800920729	1.97924924638054e-12	4.16754747822914e-09
RS	WC_vs_D2	6	62	369022	79.1387895620796	4.69370440565771	0.693720501173615	6.43583517973873	1.22796227612136e-10	1.89518435001102e-07
RS	WC_vs_D2	6	62	590693	37.1097819372587	2.59211927360075	0.55379090024198	4.6670804727619	3.05509698120346e-06	0.00142944769009823
RS	WC_vs_D2	6	62	4385104	3.05712441151875	-2.95222340438177	0.711762815822198	-3.88770268384578	0.000101197476076709	0.0266655349462128
RS	WC_vs_D2	6	62	748070	6.27675193922567	1.88699568244678	0.464723218839305	3.94723072908097	7.9060357925435e-05	0.0222429316887353
RS	WC_vs_D2	6	62	937372	181.031180319782	1.32985209051825	0.315636540654739	4.21576306477886	2.48935016646878e-05	0.0084042795385767
RS	WC_vs_D2	6	62	148273	54.9119246773426	2.82549756200907	0.631774671500398	4.49920689589016	6.82074508518714e-06	0.00275880503160682
RS	WC_vs_D2	6	62	111105	24.9122397557334	1.54821430896391	0.38951118841528	3.97402432182986	7.06683420224476e-05	0.0204715352180539
RS	WC_vs_D2	6	62	839836	160.40604825496	-1.37287480239685	0.355976288415653	-3.85228056920037	0.000117022828258975	0.02978928338781
RS	WC_vs_D2	6	62	223655	49.2122965721306	-1.32426082371109	0.342019052539971	-3.88541975824161	0.000102153230486062	0.0268518838334836
RS	WC_vs_D2	6	62	909520	129.367936902586	2.2543674561275	0.555200257960129	4.10081669888147	4.11694578806621e-05	0.0129671789566686
RS	WC_vs_D2	6	62	235943	3.37427642514866	-2.22323816299689	0.551204864327605	-3.86551688507989	0.000110854179018434	0.0287197391612866
RS	WC_vs_D2	6	62	788334	17.5497638186501	3.07161801855328	0.688976899907844	4.28441232187998	1.83222844814217e-05	0.00638531614177545
RS	WC_vs_D3	6	62	1033426	7.49363317714071	-1.62140880503294	0.430820514545916	-3.73706117847482	0.000186183634858498	0.0427056241867046
RS	WC_vs_D3	6	62	105000	15.2397346778623	-1.66512728799948	0.34774193247081	-4.76980362242611	1.84405601787682e-06	0.000944078724912634
RS	WC_vs_D3	6	62	984895	3.65795453173741	-2.55436725685803	0.625201205005332	-3.91434693218798	9.06492207930328e-05	0.0246682331697111
RS	WC_vs_D3	6	62	873887	47.4953716311935	-1.06946014681752	0.279232022031041	-3.8189628159765	0.000134013959753059	0.0329799502093888
RS	WC_vs_D3	6	62	211929	26.7201668432841	2.99300393693012	0.457370008879103	6.33592536780926	2.35920973672112e-10	3.2262939735021e-07
RS	WC_vs_D3	6	62	847358	30.2637956089055	2.54715622748915	0.387212964358165	6.48624814445625	8.80001875733157e-11	1.37784061804104e-07
RS	WC_vs_D3	6	62	224740	89.2767843356201	2.31397914676267	0.305705987364234	7.54117946360383	4.65739641976939e-14	1.25790455552447e-10
RS	WC_vs_D3	6	62	612403	35.3350778273263	-2.34126674689592	0.615484114794709	-3.78386709777335	0.000154410298133844	0.0371530435610019
RS	WC_vs_D3	6	62	549954	125.694966298585	-1.13977428054826	0.223792861218324	-5.09546208063622	3.47891652666685e-07	0.000229173626194178
RS	WC_vs_D3	6	62	238766	31.1383007665563	-1.26517584529402	0.335588578815757	-3.7610003694791	0.000169235179976593	0.0394888178591171
RS	WC_vs_D3	6	62	4458222	38.7534104038523	2.55207834714568	0.380666853370541	6.5946254475219	4.26330796275391e-11	6.9785829660018e-08
RS	WC_vs_D3	6	62	913264	53.8538782428908	1.82813902922278	0.375431623167564	4.86011505509182	1.17317551457881e-06	0.000649969316500109
RS	WC_vs_D3	6	62	906820	146.640488487496	-1.12477703986187	0.193611206589859	-5.80595754247059	6.39991793888613e-09	6.40199198636632e-06
RS	WC_vs_D3	6	62	1037111	12.7090713766782	-3.48736183014175	0.598517308450456	-5.72294195940405	1.04695040182872e-08	9.83541623144051e-06
RS	WC_vs_D3	6	62	530591	13.5195635358343	3.07212944676088	0.830272793748425	3.94394063496249	8.01535079743545e-05	0.0224336379119414
RS	WC_vs_D3	6	62	918840	9.05192569762958	-1.62696779150238	0.428786024815689	-3.76331904096334	0.000167673068471943	0.0394138593150032
