term	sumsq	meansq	NumDF	DenDF	statistic	p.value
Treatment	0.184338623000128	0.0614462076667095	3	155.999999997532	8.66616683074492	2.35558662286143e-05
TimeFctr	0.288838496384086	0.0240698746986739	12	155.999999997712	3.39473431566789	0.000198000201396212
Treatment:TimeFctr	0.251543538222778	0.00698732050618827	36	155.999999997476	0.985468225068661	0.500445040771057
