term	sumsq	meansq	NumDF	DenDF	statistic	p.value
Treatment	1.07391455374726	0.357971517915754	3	152.999998660077	7.53003149701655	9.8544122689982e-05
TimeFctr	7.79602407194641	0.649668672662201	12	152.999998704323	13.6659631365493	6.55424546488463e-19
Treatment:TimeFctr	1.90360134525821	0.0528778151460614	36	152.999998717232	1.11229970434957	0.321501006412851
