Contrast	Time	estimate	SE	df	t.ratio	p.value	p.adj
D1-WC	1	0.320000000000498	1.47093007408764	153.000000000011	0.217549430552626	0.82807004501471	0.986036624191758
D2-WC	1	0.625000000000453	1.47093007408764	153.000000000011	0.424901231547745	0.671505628223997	0.973526839520363
D3-WC	1	0.787500000000451	1.47093007408764	153.000000000009	0.535375551750076	0.59316751836989	0.973526839520363
D1-WC	2	0.619999999999997	1.47093007408764	152.999999999999	0.421502021695054	0.673980119667943	0.973526839520363
D2-WC	2	-0.957500000000004	1.47093007408764	152.999999999999	-0.650948686730673	0.516056035929915	0.973526839520363
D3-WC	2	-1.03	1.47093007408764	152.999999999999	-0.700237229590175	0.484842578959283	0.973526839520363
D1-WC	3	-2.05999999999997	1.47093007408764	152.999999999999	-1.40047445918033	0.163396021415878	0.579313166838114
D2-WC	3	-2.36249999999997	1.47093007408764	152.999999999999	-1.60612665524929	0.11030802739094	0.512978815114584
D3-WC	3	-2.47499999999997	1.47093007408764	152.999999999999	-1.68260887692782	0.0944904697818171	0.512978815114584
D1-WC	4	2.10500000000001	1.47093007408764	152.999999999999	1.43106734785177	0.154450274314088	0.579313166838114
D2-WC	4	1.07500000000001	1.47093007408764	152.999999999999	0.730830118261594	0.466000619532743	0.973526839520363
D3-WC	4	-0.107499999999989	1.47093007408764	152.999999999999	-0.0730830118261513	0.941835515302428	0.986036624191758
D1-WC	5	-10.93	1.47093007408764	152.999999999999	-7.43067273730154	7.11878357449212e-12	5.55265118810385e-11
D2-WC	5	-10.5225	1.47093007408764	152.999999999999	-7.15363713433261	3.27432989239638e-11	2.12831443005765e-10
D3-WC	5	-11.4775	1.47093007408764	152.999999999999	-7.80288621613709	8.81118150225496e-13	8.59090196469858e-12
D1-WC	6	-0.112499999999998	1.47093007408764	152.999999999999	-0.0764822216785369	0.939135377649941	0.986036624191758
D2-WC	6	-19.4175	1.47093007408764	152.999999999999	-13.2008314617157	4.81606214764494e-27	9.39132118790764e-26
D3-WC	6	-18.7825	1.47093007408764	152.999999999999	-12.7691318104635	7.03899042168051e-26	9.15068754818466e-25
D1-WC	7	-0.557500000000017	1.47093007408764	152.999999999999	-0.379011898540324	0.705204488678389	0.982249109230614
D2-WC	7	-0.762500000000013	1.47093007408764	152.999999999999	-0.51837950248788	0.604942373665613	0.973526839520363
D3-WC	7	-21.715	1.47093007408764	152.999999999999	-14.7627683888841	3.15970585315561e-31	1.23228528273069e-29
D1-WC	8	-0.072500000000011	1.47093007408764	152.999999999999	-0.04928854285951	0.960753633827867	0.986036624191758
D2-WC	8	0.104999999999991	1.47093007408764	152.999999999999	0.0713834068999627	0.943185839290284	0.986036624191758
D3-WC	8	-2.31000000000001	1.47093007408764	152.999999999999	-1.57043495179933	0.118379726564904	0.512978815114584
D1-WC	9	0.025000000000006	1.47093007408764	152.999999999999	0.0169960492619015	0.986461910802163	0.986461910802163
D2-WC	9	-0.247499999999995	1.47093007408764	152.999999999999	-0.168260887692781	0.866600262573647	0.986036624191758
D3-WC	9	-0.732499999999994	1.47093007408764	152.999999999999	-0.49798424337359	0.619210177475684	0.973526839520363
D1-WC	10	1.2675	1.47093007408764	152.999999999999	0.8616996975782	0.390201290555365	0.951115645728703
D2-WC	10	0.667500000000004	1.47093007408764	152.999999999999	0.453794515292663	0.650619757366623	0.973526839520363
D3-WC	10	0.275000000000002	1.47093007408764	152.999999999999	0.186956541880873	0.851942387937059	0.986036624191758
D1-WC	11	0.225000000000037	1.47093007408764	152.999999999999	0.152964443357102	0.87862786369384	0.986036624191758
D2-WC	11	-1.44999999999996	1.47093007408764	152.999999999999	-0.98577085719002	0.325801891682397	0.907590983972392
D3-WC	11	-0.784999999999959	1.47093007408764	152.999999999999	-0.533675946823551	0.594340222028741	0.973526839520363
D1-WC	12	0.225000000000006	1.47093007408764	152.999999999999	0.152964443357081	0.878627863693856	0.986036624191758
D2-WC	12	-1.50249999999999	1.47093007408764	152.999999999998	-1.02146256064003	0.308647736834702	0.907590983972392
D3-WC	12	-1.005	1.47093007408764	152.999999999999	-0.683241180328274	0.495487787388978	0.973526839520363
D1-WC	13	0.139999999999991	1.47093007408764	152.999999999999	0.0951778758666194	0.924298084174797	0.986036624191758
D2-WC	13	-1.52000000000002	1.47093007408764	152.999999999999	-1.03335979512338	0.303066174281681	0.907590983972392
D3-WC	13	-1.27500000000001	1.47093007408764	152.999999999999	-0.866798512356777	0.38740975195222	0.951115645728703
